OBJECTID,INCIDENT_TYPE,REPORT_TAKEN_DATE_EST,YEAR,DATA_TYPE,SUBJECT_RACE,SUBJECT_SEX,SUBJECT_ETHNICITY,BLOCK_ADDRESS,RECODE_ADD,INCIDENT_LOCATION_DISTRICT,INCIDENT_LOCATION_PSA,AGE,WARD,VOTE_PRECINCT,ADVIS_NEIGH_COMMIS,POLICE_DISTRICT,SINGLE_MEMBER_DISTRICT,POLICE_SERVICE AREA,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER
1126,Stop & Frisk,2010-03-25T18:43:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O U ST NW,1300 U ST NW,3D,305,Juvenile,1,33,1B,3,1B12,305,4400,3
1127,Stop & Frisk,2010-03-25T21:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1800 B/O KENYON ST NW,1800 KENYON ST NW,4D,408,,1,39,1D,3,1D05,302,2702,2
1128,Stop & Frisk,2010-03-25T21:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1800 B/O KENYON ST NW,1800 KENYON ST NW,4D,408,30,1,39,1D,3,1D05,302,2702,2
1129,Stop & Frisk,2010-03-25T22:58:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,BRANDYWINE ST SE,680 BRANDYWINE ST SE,7D,706,22,8,125,8E,7,8.00E+07,706,9802,39
1130,Stop & Frisk,2010-03-26T00:52:00.000Z,2010,Person,Unknown,Unknown,Unknown,1900 B/O NEW HAMPSHIRE AVE NW,1901 NEW HAMPSHIRE AVE NW,3D,301,,2,141,2B,3,2B09,301,4201,6
1131,Stop & Frisk,2010-03-26T00:52:00.000Z,2010,Person,Unknown,Male,Hispanic Or Latino,1900 B/O NEW HAMPSHIRE AVE NW,1901 NEW HAMPSHIRE AVE NW,3D,301,22,2,141,2B,3,2B09,301,4201,6
1132,Stop & Frisk,2010-03-26T02:54:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,600 B/O 17TH ST NW,600 17TH ST NW,2D,207,,2,2,2A,2,2A08,207,10800,5
1133,Stop & Frisk,2010-03-26T02:54:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,600 B/O 17TH ST NW,600 17TH ST NW,2D,207,24,2,2,2A,2,2A08,207,10800,5
1134,Stop & Frisk,2010-03-26T17:20:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,7700 B/O 13TH ST NW,7703 13TH ST NW,4D,401,27,4,62,4A,4,4A02,401,1600,16
1135,Stop & Frisk,2010-03-26T19:06:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O LEBAUM ST SE,655 LEBAUM ST SE,7D,707,46,8,123,8C,7,8C03,705,10400,39
1136,Stop & Frisk,2010-03-26T20:20:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,1700 B/O PENNSYLVANIA AVE NW,1700 PENNSYLVANIA AVE NW,2D,207,55,2,2,2A,2,2A08,207,10800,5
1137,Stop & Frisk,2010-03-26T20:20:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,1700 B/O PENNSYLVANIA AVE NW,1700 PENNSYLVANIA AVE NW,2D,207,52,2,2,2A,2,2A08,207,10800,5
1138,Stop & Frisk,2010-03-26T20:20:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,1700 B/O PENNSYLVANIA AVE NW,1700 PENNSYLVANIA AVE NW,2D,207,31,2,2,2A,2,2A08,207,10800,5
1139,Stop & Frisk,2010-03-27T01:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5300 B/O CLAY TER NE,5304 CLAY TER NE,6D,602,20,7,96,7C,6,7C02,608,7808,31
1140,Stop & Frisk,2010-03-27T01:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,COLUMBIA RD NW / ONTARIO RD NW,1731 COLUMBIA RD NW,3D,303,21,1,35,1C,3,1C06,303,3900,1
1141,Stop & Frisk,2010-03-27T01:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,COLUMBIA RD NW / ONTARIO RD NW,1731 COLUMBIA RD NW,3D,303,29,1,35,1C,3,1C06,303,3900,1
1142,Stop & Frisk,2010-03-27T01:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,COLUMBIA RD NW / ONTARIO RD NW,1731 COLUMBIA RD NW,3D,303,32,1,35,1C,3,1C06,303,3900,1
1143,Stop & Frisk,2010-03-27T01:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5TH / E ST NW,1601 5TH ST NW,1D,101,47,6,18,6E,3,6.00E+02,308,4801,7
1144,Stop & Frisk,2010-03-27T02:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2600 B/O BOWEN RD SE,2605 BOWEN RD SE,7D,703,35,8,119,8A,7,8A07,703,7407,37
1145,Stop & Frisk,2010-03-27T02:02:00.000Z,2010,Person,Black,Male,Unknown,1200 B/O G ST NE,1200 G ST NE,1D,104,Juvenile,6,82,6A,1,6A02,104,8402,25
1146,Stop & Frisk,2010-03-27T02:02:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O G ST NE,1200 G ST NE,1D,104,19,6,82,6A,1,6A02,104,8402,25
1147,Stop & Frisk,2010-03-27T02:02:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O G ST NE,1200 G ST NE,1D,104,Juvenile,6,82,6A,1,6A02,104,8402,25
1148,Stop & Frisk,2010-03-27T02:33:00.000Z,2010,Person,Unknown,Unknown,Unknown,3500 B/O PROSPECT ST NW,3508 PROSPECT ST NW,2D,206,,2,6,2E,2,2.00E+05,206,202,4
1149,Stop & Frisk,2010-03-27T02:33:00.000Z,2010,Person,White,Female,Not Hispanic Or Latino,3500 B/O PROSPECT ST NW,3508 PROSPECT ST NW,2D,206,29,2,6,2E,2,2.00E+05,206,202,4
1150,Stop & Frisk,2010-03-27T03:22:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,2000 B/O NEW YORK AVE NE,2001 NEW YORK AVE NE,5D,506,21,5,72,5C,5,5C04,506,11100,23
1151,Stop & Frisk,2010-05-12T23:35:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O 7TH ST NW,1300 7TH ST NW,3D,308,26,6,18,6E,3,6.00E+03,307,4902,7
1152,Stop & Frisk,2010-05-13T16:16:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,STANTON RD SE / BRUCE PL SE,3136 STANTON RD SE,7D,704,Juvenile,8,117,8E,7,8.00E+02,704,7404,38
1153,Stop & Frisk,2010-05-13T16:16:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,STANTON RD SE / BRUCE PL SE,3136 STANTON RD SE,7D,704,Juvenile,8,117,8E,7,8.00E+02,704,7404,38
1154,Stop & Frisk,2010-05-13T18:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1100 B/O EATON RD SE,1101 EATON RD SE,7D,703,24,8,119,8C,7,8C06,703,7401,37
1155,Stop & Frisk,2010-05-13T18:11:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O SOMERSET PL NW,507 SOMERSET PL NW,4D,402,Juvenile,4,59,4B,4,4B03,402,1901,17
1156,Stop & Frisk,2010-05-13T18:11:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O SOMERSET PL NW,507 SOMERSET PL NW,4D,402,Juvenile,4,59,4B,4,4B03,402,1901,17
1157,Stop & Frisk,2010-05-13T18:11:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O SOMERSET PL NW,507 SOMERSET PL NW,4D,402,Juvenile,4,59,4B,4,4B03,402,1901,17
1158,Stop & Frisk,2010-05-13T21:25:00.000Z,2010,Person,Black,Male,Unknown,6TH ST NE / FLORIDA AVE NE,1209 6TH ST NE,1D,103,18,6,83,6C,5,6C06,501,10600,25
1159,Stop & Frisk,2010-05-13T21:25:00.000Z,2010,Person,Black,Male,Unknown,6TH ST NE / FLORIDA AVE NE,1209 6TH ST NE,1D,103,20,6,83,6C,5,6C06,501,10600,25
1160,Stop & Frisk,2010-05-13T21:45:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O BLADENSBURG RD NE,1200 BLADENSBURG RD NE,5D,506,55,5,78,5D,5,5D02,506,8804,23
1161,Stop & Frisk,2010-05-13T22:45:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,200 B/O ATLANTIC ST SE,200 ATLANTIC ST SE,7D,708,31,8,121,8C,7,8C04,708,9801,39
1162,Stop & Frisk,2010-05-14T17:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O FAIRMONT ST NW,1400 FAIRMONT ST NW,3D,304,22,1,36,1B,3,1B08,304,3700,2
1163,Stop & Frisk,2010-05-14T17:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O FAIRMONT ST NW,1400 FAIRMONT ST NW,3D,304,35,1,36,1B,3,1B08,304,3700,2
1164,Stop & Frisk,2010-05-14T20:11:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,14TH ST NW / EUCLID ST NW,1368 EUCLID ST NW,3D,304,18,1,23,1B,3,1B08,304,3600,2
1165,Stop & Frisk,2010-05-14T20:11:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,14TH ST NW / EUCLID ST NW,1368 EUCLID ST NW,3D,304,18,1,23,1B,3,1B08,304,3600,2
1166,Stop & Frisk,2010-05-14T20:11:00.000Z,2010,Person,Unknown,Unknown,Unknown,14TH ST NW / EUCLID ST NW,1368 EUCLID ST NW,3D,304,,1,23,1B,3,1B08,304,3600,2
1167,Stop & Frisk,2010-05-14T22:45:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,TRINIDAD AVE NE,1501 TRINIDAD AVE NE,5D,504,28,5,77,5D,5,5D07,506,8802,23
1168,Stop & Frisk,2010-05-14T22:45:00.000Z,2010,Person,Unknown,Unknown,Not Hispanic Or Latino,TRINIDAD AVE NE,1501 TRINIDAD AVE NE,5D,504,,5,77,5D,5,5D07,506,8802,23
1169,Stop & Frisk,2010-05-14T22:45:00.000Z,2010,Person,Unknown,Unknown,Not Hispanic Or Latino,TRINIDAD AVE NE,1501 TRINIDAD AVE NE,5D,504,,5,77,5D,5,5D07,506,8802,23
1170,Stop & Frisk,2010-05-15T00:05:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,4000 B/O 14TH ST NW,4000 14TH ST NW,4D,404,19,4,47,4C,4,4C04,404,2502,18
1171,Stop & Frisk,2010-05-15T00:05:00.000Z,2010,Person,Black,Unknown,Not Hispanic Or Latino,4000 B/O 14TH ST NW,4000 14TH ST NW,4D,404,21,4,47,4C,4,4C04,404,2502,18
1172,Stop & Frisk,2010-05-15T00:13:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2200 B/O 18TH ST NW,2200 18TH ST NW,3D,303,24,1,25,1C,3,1C03,303,4002,1
1173,Stop & Frisk,2010-05-15T04:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1700 B/O 14TH ST NW,1700 14TH ST NW,3D,301,,2,16,2F,3,2F01,301,5201,7
1174,Stop & Frisk,2010-05-15T13:49:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O MOUNT OLIVET RD NE,1201 MOUNT OLIVET RD NE,5D,504,48,5,78,5D,5,5D02,506,8804,23
1175,Stop & Frisk,2010-05-15T15:37:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O SIMMS PL NE,1210 SIMMS PL NE,,,31,5,78,5D,5,5D02,506,8804,23
1176,Stop & Frisk,2010-05-15T16:00:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,3100 B/O CONNECTICUT AVE NW,3100 CONNECTICUT AVE NW,2D,204,37,3,26,3C,2,3C03,204,502,15
1177,Stop & Frisk,2010-05-15T17:38:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4400 B/O G ST SE,4401 G ST SE,6D,604,Juvenile,7,106,7E,6,7.00E+03,604,7707,33
1178,Stop & Frisk,2010-05-15T17:38:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4400 B/O G ST SE,4401 G ST SE,6D,604,Juvenile,7,106,7E,6,7.00E+03,604,7707,33
1179,Stop & Frisk,2010-05-15T18:49:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4900 B/O JUST ST NE,4900 JUST ST NE,6D,608,Juvenile,7,94,7C,6,7C04,608,7809,31
1180,Stop & Frisk,2010-05-15T18:49:00.000Z,2010,Person,Black,Unknown,Not Hispanic Or Latino,4900 B/O JUST ST NE,4900 JUST ST NE,6D,608,24,7,94,7C,6,7C04,608,7809,31
1181,Stop & Frisk,2010-05-15T21:09:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,1ST PL NW / M ST NW,1200 NORTH CAPITOL ST NW,5D,501,26,6,1,6E,1,6.00E+06,102,4701,8
1182,Stop & Frisk,2010-05-15T21:09:00.000Z,2010,Person,Unknown,Unknown,Unknown,1ST PL NW / M ST NW,10 M ST NW,5D,501,,6,1,6E,1,6.00E+06,102,4701,8
1183,Stop & Frisk,2010-05-15T21:25:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,NEW YORK AVE NW / NORTH CAPITOL ST NW,1300 NORTH CAPITOL ST NW,1D,101,43,5,19,5E,3,5.00E+05,308,4600,21
1184,Stop & Frisk,2010-05-15T21:30:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,800 B/O 7TH ST NW,800 7TH ST NW,1D,102,Juvenile,2,129,2C,1,2C01,101,5800,8
1185,Stop & Frisk,2010-05-16T01:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1600 B/O 16TH ST SE,1600 16TH ST SE,6D,607,21,8,140,8A,6,8A02,607,7601,34
1186,Stop & Frisk,2010-05-16T03:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O MORRIS RD SE,1420 MORRIS RD SE,7D,703,34,8,114,8A,7,8A05,701,7504,28
1187,Stop & Frisk,2010-05-16T03:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O MORRIS RD SE,1420 MORRIS RD SE,7D,703,29,8,114,8A,7,8A05,701,7504,28
1188,Stop & Frisk,2010-05-16T03:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O MORRIS RD SE,1420 MORRIS RD SE,7D,703,35,8,114,8A,7,8A05,701,7504,28
1189,Stop & Frisk,2010-05-16T05:32:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O 1ST ST SW,1312 1ST ST SW,1D,104,24,6,127,6D,1,6D06,105,6400,9
1190,Stop & Frisk,2010-05-16T23:03:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O AINGER PL SE,2301 AINGER PL SE,7D,701,30,8,134,8B,7,8B03,702,7502,36
1191,Stop & Frisk,2010-05-17T11:46:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2100 B/O SUTILAND TER SE,2100 SUTILAND TER SE,6D,606,23,7,110,7B,6,7B06,606,7603,35
1192,Stop & Frisk,2010-05-25T00:00:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,700 B/O RANDOLPH ST NW,700 RANDOLPH ST NW,4D,407,21,4,45,4C,4,4C08,407,2400,18
1193,Stop & Frisk,2010-05-25T00:00:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,700 B/O RANDOLPH ST NW,700 RANDOLPH ST NW,4D,407,52,4,45,4C,4,4C08,407,2400,18
1194,Stop & Frisk,2010-05-25T00:20:00.000Z,2010,Person,Black,Male,Unknown,NEW JERSEY AVE NW / P ST NW,1433 NEW JERSEY AVE NW,3D,308,21,5,19,5E,3,5.00E+05,308,4600,21
1195,Stop & Frisk,2010-05-25T02:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O LONGFELLOW ST NW,410 LONGFELLOW ST NW,4D,403,19,4,56,4D,4,4D02,403,2102,18
1196,Stop & Frisk,2010-05-25T15:45:00.000Z,2010,Person,Unknown,Unknown,Unknown,14TH / EUCLID ST NW,1368 EUCLID ST NW,3D,302,,1,23,1B,3,1B08,304,3600,2
1197,Stop & Frisk,2010-05-25T20:28:00.000Z,2010,Person,Black,Male,Unknown,2800 B/O GAINESVILLE ST SE,2804 GAINESVILLE ST SE,7D,702,26,8,134,8B,7,8B02,702,7502,36
1198,Stop & Frisk,2010-05-25T20:45:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O DOWNING ST NE,1400 DOWNING ST NE,5D,505,52,5,72,5C,5,5C06,505,9102,22
1199,Stop & Frisk,2010-05-26T00:25:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,1800 B/O 14TH ST NW,1800 14TH ST NW,3D,305,28,2,141,2B,3,2B09,301,4300,3
1200,Stop & Frisk,2010-05-26T02:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O PARK RD NW,600 PARK RD NW,3D,302,30,1,38,1A,4,1A09,409,3200,2
1201,Stop & Frisk,2010-05-26T02:15:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,600 B/O PARK RD NW,600 PARK RD NW,3D,302,19,1,38,1A,4,1A09,409,3200,2
1202,Stop & Frisk,2010-05-26T02:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O PARK RD NW,600 PARK RD NW,3D,302,44,1,38,1A,4,1A09,409,3200,2
1203,Stop & Frisk,2010-05-26T02:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O PARK RD NW,600 PARK RD NW,3D,302,28,1,38,1A,4,1A09,409,3200,2
1204,Stop & Frisk,2010-05-05T22:00:00.000Z,2010,Person,Unknown,Male,Hispanic Or Latino,7100 B/O SPRING PL NW,7119 CHESTNUT ST NW,4D,401,32,4,63,4B,4,4B01,401,1702,17
1205,Stop & Frisk,2010-05-05T22:00:00.000Z,2010,Person,Unknown,Male,Hispanic Or Latino,7100 B/O SPRING PL NW,7119 CHESTNUT ST NW,4D,401,33,4,63,4B,4,4B01,401,1702,17
1206,Stop & Frisk,2010-05-05T23:02:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O QUEENS CHAPEL RD NE,MARYLAND,5D,505,25,,,,,,,,
1207,Stop & Frisk,2010-05-06T12:45:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2400 B/O EAST CAPITOL ST SE,2400 EAST CAPITOL ST SE,1D,108,21,7,80,7D,1,7D01,108,6804,25
1208,Stop & Frisk,2010-05-06T12:45:00.000Z,2010,Person,Unknown,Male,Hispanic Or Latino,2400 B/O EAST CAPITOL ST SE,2400 EAST CAPITOL ST SE,1D,108,27,7,80,7D,1,7D01,108,6804,25
1209,Stop & Frisk,2010-05-06T12:55:00.000Z,2010,Person,Unknown,Male,Hispanic Or Latino,2400 B/O EAST CAPITOL ST SE,2400 EAST CAPITOL ST SE,1D,108,22,7,80,7D,1,7D01,108,6804,25
1210,Stop & Frisk,2010-05-06T16:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5200 B/O FOOTE ST NE,5200 FOOTE ST NE,6D,608,48,7,95,7C,6,7C06,608,7807,31
1211,Stop & Frisk,2010-05-06T16:30:00.000Z,2010,Person,Unknown,Unknown,Unknown,5200 B/O FOOTE ST NE,5200 FOOTE ST NE,6D,608,,7,95,7C,6,7C06,608,7807,31
1212,Stop & Frisk,2010-05-06T22:09:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,WHEELER RD SE / MISSISSIPPI AVE SE,3701 WHEELER RD SE,7D,705,40,8,122,8C,7,8C07,705,9804,39
1213,Stop & Frisk,2010-05-06T22:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3200 B/O WHEELER RD SE,3210 WHEELER RD SE,,,Juvenile,8,120,8C,7,8C03,705,7304,39
1214,Stop & Frisk,2010-05-06T22:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3200 B/O WHEELER RD SE,3210 WHEELER RD SE,,,Juvenile,8,120,8C,7,8C03,705,7304,39
1215,Stop & Frisk,2010-05-06T22:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3200 B/O WHEELER RD SE,3210 WHEELER RD SE,,,Juvenile,8,120,8C,7,8C03,705,7304,39
1216,Stop & Frisk,2010-05-07T17:45:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2000 B/O NAYLOR RD SE,2003 NAYLOR RD SE,6D,607,48,8,140,8A,6,8A01,607,7601,34
1217,Stop & Frisk,2010-05-07T18:35:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O DIVISION AVE NE,600 DIVISION AVE NE,6D,602,54,7,97,7C,6,7C01,602,7804,31
1218,Stop & Frisk,2010-05-07T18:35:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O DIVISION AVE NE,600 DIVISION AVE NE,6D,602,55,7,97,7C,6,7C01,602,7804,31
1219,Stop & Frisk,2010-05-07T18:35:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O DIVISION AVE NE,600 DIVISION AVE NE,6D,602,50,7,97,7C,6,7C01,602,7804,31
1220,Stop & Frisk,2010-05-07T18:35:00.000Z,2010,Person,Unknown,Unknown,Unknown,600 B/O DIVISION AVE NE,600 DIVISION AVE NE,6D,602,,7,97,7C,6,7C01,602,7804,31
1221,Stop & Frisk,2010-05-07T20:20:00.000Z,2010,Person,Unknown,Male,Not Hispanic Or Latino,1500 B/O TUBMAN RS SE,1500 TUBMAN Rd SE,7D,703,Juvenile,8,117,8E,7,8.00E+01,704,7404,38
1222,Stop & Frisk,2010-05-08T00:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,15TH ST NW / W ST NW,2112 NEW HAMPSHIRE AVE NW,3D,305,20,1,22,1B,3,1B05,301,4300,6
1223,Stop & Frisk,2010-05-08T00:30:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,15TH ST NW / W ST NW,2112 NEW HAMPSHIRE AVE NW,3D,305,25,1,22,1B,3,1B05,301,4300,6
1224,Stop & Frisk,2010-05-08T03:01:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5300 B/O CLAY TER NE,5304 CLAY TER NE,6D,608,22,7,96,7C,6,7C02,608,7808,31
1225,Stop & Frisk,2010-05-08T09:52:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O OATES ST NE,1311 OATES ST NE,5D,506,20,5,77,5D,5,5D06,506,8802,23
1226,Stop & Frisk,2010-05-08T12:00:00.000Z,2010,Person,Unknown,Unknown,Unknown,1900 B/O MONROE ST NW,1887 MONROE ST NW,4D,408,,1,40,1D,3,1D03,302,2701,2
1227,Stop & Frisk,2010-05-08T12:00:00.000Z,2010,Person,White,Male,Unknown,1900 B/O MONROE ST NW,1887 MONROE ST NW,4D,408,45,1,40,1D,3,1D03,302,2701,2
1228,Stop & Frisk,2010-05-08T12:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1800 B/O 18TH ST SE,1800 18TH ST SE,7D,701,22,8,112,8A,6,8A02,607,7605,34
1229,Stop & Frisk,2010-05-08T12:50:00.000Z,2010,Person,Unknown,Male,Hispanic Or Latino,300 B/O INDIANA AVE NW,300 INDIANA AVE NW,1D,101,,2,143,2C,1,2C03,102,5900,8
1230,Stop & Frisk,2010-05-08T16:17:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,GEORGIA AVE,4817 GEORGIA AVE NW,4D,302,43,4,55,4D,4,4D06,407,2201,18
1231,Stop & Frisk,2010-05-08T19:20:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O EAST CAPITOL ST NE,1500 EAST CAPITOL ST NE,1D,108,,6,86,6A,1,6A08,108,8002,26
1232,Stop & Frisk,2010-05-08T19:20:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O EAST CAPITOL ST NE,1500 EAST CAPITOL ST NE,1D,108,24,6,86,6A,1,6A08,108,8002,26
1233,Stop & Frisk,2010-05-08T21:05:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,12TH ST NW / U ST NW,1115 U ST NW ,3D,305,62,1,22,1B,3,1B02,305,4400,3
1234,Stop & Frisk,2010-05-08T21:05:00.000Z,2010,Person,Unknown,Unknown,Unknown,12TH ST NW / U ST NW,1115 U ST NW ,3D,305,,1,22,1B,3,1B02,305,4400,3
1235,Stop & Frisk,2010-05-08T21:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,800 B/O TUCKERMAN ST NW,804 TUCKERMAN ST NW,4D,402,Juvenile,4,59,4B,4,4B03,402,1901,17
1236,Stop & Frisk,2010-05-08T23:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O 16TH ST NE,1200 16TH ST NE,5D,506,29,5,78,5D,5,5D02,506,8804,23
1237,Stop & Frisk,2010-05-08T23:20:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4100 B/O ALABAMA AVE SE,4101 ALABAMA AVE SE,6D,605,32,7,110,7B,6,7B07,605,9902,34
1238,Stop & Frisk,2010-05-09T12:01:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1ST ST NW / P ST NW,1501 1ST NW,5D,501,40,5,19,5E,3,5.00E+05,308,4600,21
1239,Stop & Frisk,2010-05-09T12:01:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1ST ST NW / P ST NW,1501 1ST NW,5D,501,Juvenile,5,19,5E,3,5.00E+05,308,4600,21
1240,Stop & Frisk,2010-05-09T15:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O N ST NW,1400 N ST NW,7D,705,50,2,17,2F,2,2F03,208,5201,7
1241,Stop & Frisk,2010-05-09T16:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,WEST ST SE / MORRIS RD SE,1401 BANGOR ST SE,7D,703,24,8,114,8A,7,8A05,701,7504,28
1242,Stop & Frisk,2010-05-09T21:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O SARATOGA NE DC,1411 SARATOGA NE DC,5D,505,19,5,72,5C,5,5C06,505,9102,22
1243,Stop & Frisk,2010-05-09T21:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O SARATOGA NE DC,1411 SARATOGA NE DC,5D,505,19,5,72,5C,5,5C06,505,9102,22
1244,Stop & Frisk,2010-05-10T17:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,11TH ST NW / PARK RD NW,1033 PARK RD NW,3D,302,21,1,42,1A,3,1A07,302,2900,2
1245,Stop & Frisk,2010-05-10T19:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,100 B/O UPSAL ST SE,107 UPSAL ST SE,7D,707,Juvenile,8,124,8C,7,8C05,707,9803,39
1246,Stop & Frisk,2010-05-10T21:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2000 B/O EAST CAPITOL ST NE,2001 EAST CAPITOL ST NE,5D,107,24,7,80,7D,1,7D01,107,6804,26
1247,Stop & Frisk,2010-08-22T12:40:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2900 B/O 8TH ST SE,428 8TH ST SE,7D,705,19,6,90,6B,1,6B04,106,7000,26
1248,Stop & Frisk,2010-08-22T18:40:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3200 B/O M ST NW,3200 M ST NW,2D,206,Juvenile,2,6,2E,2,2.00E+05,206,202,4
1249,Stop & Frisk,2010-08-22T18:40:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3200 B/O M ST NW,3200 M ST NW,2D,206,Juvenile,2,6,2E,2,2.00E+05,206,202,4
